Date,Count,temp,humidity,precip,precipcover,windgust,windspeed,winddir,cloudcover,visibility,uvindex,conditions,AQI
11/25/24,435,69.9,72.7,0,0,20.2,13.2,22.2,19.7,9.9,3,Clear,33
11/26/24,452,72.8,75,0,0,15,9.6,35.5,25.9,9.9,3,Partially cloudy,32
11/27/24,582,71.5,75.8,0,0,15,9.3,67.7,10.3,9.9,6,Clear,36
11/29/24,502,74.8,78.2,0,0,20.8,7.2,316,32.7,9.9,5,Partially cloudy,34
11/30/24,432,70,80.7,0,0,25.7,11.2,340.5,66.9,9.9,1,Partially cloudy,30
12/1/24,479,68.1,75.4,0.005,4.17,24.6,12.6,329.7,57.9,9.9,2,"Rain, Partially cloudy",31
12/2/24,390,63.9,60.9,0,0,23.6,15.5,340.4,11.1,9.9,5,Clear,29
12/3/24,398,61.8,45.4,0,0,27.1,13.2,338.8,1.7,9.9,5,Clear,26
12/4/24,342,63.1,59,0,0,21.9,12,17.4,40.6,9.9,5,Partially cloudy,26
12/5/24,369,67.5,65.5,0,0,11.6,6.6,334.3,22.7,9.9,5,Partially cloudy,28
12/6/24,489,68.6,66.2,0,0,16.6,7.7,312.6,2.8,9.9,5,Clear,30
12/7/24,566,68.1,71.6,0,0,28.9,14.5,18.4,37.2,9.9,4,Partially cloudy,33
12/8/24,590,70.2,65.1,0,0,21.9,13,70.5,36.5,9.9,2,Partially cloudy,33
12/9/24,371,74.2,64.7,0,0,23,14,117.7,44.8,9.9,4,Partially cloudy,29
12/10/24,347,75.9,69,0,0,24.4,15.5,127.8,40.6,9.9,3,Partially cloudy,27
12/11/24,380,77.1,74.6,0.008,8.33,29.1,16.1,207.7,58.6,9.9,4,"Rain, Partially cloudy",26
12/12/24,415,65.6,60.8,0,0,30.8,17.5,12.1,91.7,9.9,3,Overcast,30
12/13/24,507,72.5,57.6,0,0,29.8,19.1,54.3,82,9.9,1,Partially cloudy,31
12/14/24,297,74.3,74.6,0.146,16.67,36.8,25.1,63.6,70.9,9.7,3,"Rain, Partially cloudy",25
12/15/24,415,75.4,73.6,0.019,8.33,35.5,22.2,60.7,80.9,9.9,3,"Rain, Partially cloudy",30
12/16/24,211,76.2,81.5,0.192,50,29.5,17.6,60.1,82.8,9.6,3,"Rain, Partially cloudy",21
12/17/24,197,77.3,85.5,0.131,37.5,28.5,16.9,80.4,64.8,9.8,1,"Rain, Partially cloudy",21
12/18/24,191,76.5,87.1,3.092,45.83,44.7,20.7,125.3,64.4,9.1,2,"Rain, Partially cloudy",23
12/19/24,300,75.5,82,0,0,16.6,11.7,22,24,9.7,4,Partially cloudy,26
12/20/24,329,69.4,84.2,0,0,18.3,12,309.6,14.5,9.2,4,Clear,27
12/21/24,490,61.1,61.2,0,0,20.8,11.1,317.6,5.5,9.9,4,Clear,30
12/22/24,430,64.6,74.1,0,0,20.8,11.8,349.5,27.5,9.9,4,Partially cloudy,30
12/23/24,415,68.6,73.7,0,0,21.5,14.4,62.1,35.6,9.9,4,Partially cloudy,30
12/24/24,410,69.6,81.2,0.022,8.33,23,14.1,5.3,41.8,9.8,4,"Rain, Partially cloudy",30
12/26/24,291,74.8,76.3,0.005,4.17,21,11,69.7,55.1,9.9,4,"Rain, Partially cloudy",25
12/27/24,249,76.1,76.8,0.008,12.5,25.3,14.9,121.1,51.5,9.9,1,"Rain, Partially cloudy",26
12/28/24,199,76.4,75.6,0,0,29.9,19.4,118.4,68,9.9,2,Partially cloudy,20
12/29/24,112,73.7,83.6,0.416,45.83,31.9,20.5,145.1,88.8,9.5,1,"Rain, Partially cloudy",12
12/30/24,289,75,87.7,0,0,14.3,12.3,153.8,54.3,9.9,2,Partially cloudy,23
12/31/24,444,75.3,85.5,0.022,4.17,33.3,12.2,226.7,31.4,8.1,4,"Rain, Partially cloudy",30
